Organisational Code,Organisation Name,Reference no,Lot title,Lot description,Company name,Registration number,SME,VCS,Contact name,Postcode,Reference no2,Lots,Title,Department,Buyer,Description,Description of the geographical coverage,Start date,End date,Awarded date,Review date,Appraisal date,Display until date,Visibility,Initial contract period (months),Total option to extend (months),Total contract period (months),Available No. of Ext.,Available extension details,Taken No. of Ext.,Taken Extension details,Estimated value,Estimated annual value,VAT not recovered,Internal ID,Primary contact,Process used,OJEU,Open to other organisations,Participating organisations,Central purchasing body,Framework type,Keywords,Categories,Public notes,Portal notes,Private notes
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN497444, N/A , N/A , Edmundson Electrical Limited ,2667012,FALSE, N/A ,Redacted, WA16 6AY,DN497444,1,Lighting Stock - Mini Competition from Supply of Communal Electrical Materials DPS,Growth & Regeration,Bristol City Council,Lighting Stock - Mini Competition from Supply of Communal Electrical Materials DPS,,44087,44165,44091,44091,,44165,Public,1,N/A,1,,,0,,"£11,746.20",£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,,39121700 - Electrical hardware and supplies,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN497621, N/A , N/A , Faithful+Gould ,2236832,FALSE, N/A ,Redacted, SW1E 5BY,DN497621,1,Provision of single storey extension  to provide bedroom and bathing facilities for disabled children.,Business Change,Bristol City Council,Provision of single storey extension  to provide bedroom and bathing facilities for disabled children.,,44081,44195,44081,44165,,44195,Public,3,N/A,3,,,0,,"£117,194.00",£0.00,£0.00,,Redacted,Other (via F&G),No,No,,Bristol City Council,N/A,,"73180000 - Machining and processing services, 72140000 - Heavy construction services, 73181900 - Welding and brazing and soldering services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN497621, N/A , N/A , K P Wilton , tbc ,FALSE,  ,Redacted, tbc,DN497621,1,Provision of single storey extension  to provide bedroom and bathing facilities for disabled children.,Business Change,Bristol City Council,Provision of single storey extension  to provide bedroom and bathing facilities for disabled children.,,44081,44195,44081,44165,,44195,Public,3,N/A,3,,,0,,"£117,194.00",£0.00,£0.00,,Redacted,Other (via F&G),No,No,,Bristol City Council,N/A,,"73180000 - Machining and processing services, 72140000 - Heavy construction services, 73181900 - Welding and brazing and soldering services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN497702, N/A , N/A , Priory Sedgemoor Manor ,6244880,FALSE,  ,Redacted, TA9 4NP,DN497702,1,SEND Independent Non-Maintained School Placement Request Priory Sedgemoor Manor,People,Bristol City Council,SEND Independent Non-Maintained School Placement Request Priory Sedgemoor Manor,,44075,45169,,44804,,45169,Public,36,N/A,36,,,0,,"£277,530.00",£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,Priory,"93140000 - Community and social services, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN497742, N/A , N/A , Structural Soils Limited ,828694,FALSE,  ,Redacted, BS3 4EB,DN497742,1,"Ground Investigation - 180 Queens Road, Bishopsworth, Bristol, BS13 8QG",Growth & Regeration,Bristol City Council,"Ground Investigation - 180 Queens Road, Bishopsworth, Bristol, BS13 8QG",,44099,44135,44098,44091,,44135,Public,1,N/A,1,,,0,,"£1,200.00",£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN497905, N/A , N/A , 21 CBS , tbc ,FALSE,  ,Redacted, tbc,DN497905,1,187 Bishopthorpe Road,Business Change,Bristol City Council,"Bristol City Council
Disabled Facilities Grant Works
187 Bishopthorpe Road",,44082,44196,44082,44165,,44196,Public,3,N/A,3,,,0,,"£120,209.00",£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,,"73180000 - Machining and processing services, 72140000 - Heavy construction services, 73181900 - Welding and brazing and soldering services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN497912, N/A , N/A , Faithful+Gould ,2236832,FALSE, N/A ,Redacted, SW1E 5BY,DN497912,1,"Hawkfield Business Park - Proffessional Services (Quantity Surveying, Building Services Engineering, Structural and Civil Engineering)",Growth & Regeration,Bristol City Council,"Direct award of Professional Services (Quantity Surveying, Building Services Engineering, Structural and Civil Engineering) to Faithful and Gould via Lot 1 of the Pagabo Professional Services Framework. 

The Services being procured is for the Quantity Surveyors, Building Services and Structural/Civil Engineering Services for the design of studios in the refurbished building.",,44067,45382,44082,45264,,45382,Public,33,N/A,33,,,0,,"£165,000.00",£0.00,£0.00,PR0957,Redacted,"Other (Direct award of Professional Services (Quantity Surveying, Building Services Engineering, Structural and Civil Engineering) to Faithful and Gould via Lot 1 of the Pagabo Professional Services Framework.)",No,No,,Bristol City Council,N/A,Consultancy,81101500 - Civil engineering,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN497992, N/A , N/A , Taylor Brothers (Bristol) Ltd ,331333,FALSE,  ,Redacted, BS4 4EU,DN497992,1,Solar Together Devon,Growth & Regeration,Bristol City Council,"Print & delivery of the Solar Together Devon, which is part of the ELENA  programme led by the Energy Service.",,44083,44104,44083,44102,,44135,Public,1,N/A,1,,,0,,"£40,000.00",£0.00,£0.00,PR0935,Redacted,Other (Most competitive quote form quotes received. Used suppliers from a Framework Agreement that BCC will shortly be joining.),No,No,,Bristol City Council,N/A,"Solar, Together, Devon","14100000 - Paper materials, 55100000 - Printed media, 14101500 - Raw materials, 14000000 - Paper Materials and Products",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN498466, N/A , N/A , Vivacity Labs ,9924516,FALSE, N/A ,Redacted, EC1A 2BN,DN498466,1,Bristol Bridge - Vivacity Labs AI traffic sensors request,Growth & Regeration,Bristol City Council,Bristol Bridge - Vivacity Labs AI traffic sensors request,,44068,44432,44084,44341,,44651,Public,12,N/A,12,,,0,,"£24,996.00",£0.00,£0.00,PR0975,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,"43230000 - Software, 55111600 - Electronic software reference material, 81112500 - Computer software licensing rental or leasing service",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN498636, N/A , N/A , Regen SW ,4554636,FALSE,  ,Redacted, EX4 3PL,DN498636,1,Deletti ELENA project - support for local supply work,Growth & Regeration,Bristol City Council,Deletti ELENA project - support for local supply work,,44094,44185,44085,44136,,44286,Public,3,N/A,3,,,0,,"£19,000.00",£0.00,£0.00,PR0983,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,"81102400 - Electrical power transmission engineering, 83101900 - Energy conservation",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN498661, N/A , N/A , KOMPAN Ltd ,1704623,FALSE, N/A ,Redacted, MK5 8HL,DN498661,1,Installation of 4no play items at 4no sites,Growth & Regeration,Bristol City Council,Installation of 4no play items at 4no sites,,44095,44116,44085,44104,,44286,Public,1,N/A,1,,,0,,"£8,389.00",£0.00,£0.00,PR0985,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN498739, N/A , N/A , Deloitte LLP , OC303675 ,FALSE, N/A ,Redacted, EC4A 3BZ,DN498739,1,Temple Quarter Delivery Team Assurance and Input,Growth & Regeration,Bristol City Council,Temple Quarter Delivery Team Assurance and Input,,44088,44149,44085,44118,,44286,Public,2,N/A,2,,,0,,"£22,000.00",£0.00,£0.00,PR0988,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,"80121600 - Business law services, 72000000 - Building and Construction and Maintenance Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN498752, N/A , N/A , Trading Standards South West  , 291 165 695 ,FALSE,  ,Redacted, PL26 8LG,DN498752,1,Mobile Phone Forensics,Growth & Regeration,Bristol City Council,Mobile Phone Forensics,,44104,44286,44085,44196,,44286,Public,6,N/A,6,,,0,,"£10,788.00",£0.00,£0.00,PR0991,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,"43210000 - Computer Equipment and Accessories, 43211600 - Computer accessories, 81112400 - Computer hardware rental or leasing services, 81161800 - Data voice or multimedia network equipment or platform rental or leasing services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN498772, N/A , N/A , University of South Wales ,1140312,FALSE, N/A ,Redacted, CF37 1DL,DN498772,1,University of South Wales,Growth & Regeration,Bristol City Council,University of South Wales,,44081,45907,44075,45809,,46112,Public,60,N/A,60,,,0,,"£13,600.00",£0.00,£0.00,PR0994,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,86111600 - Adult education,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN498871, N/A , N/A , European Asbestos Services ,2933074,FALSE, N/A ,Redacted, TW16 7EF,DN498871,1,11 William Street - Asbestos Removal,Growth & Regeration,Bristol City Council,11 William Street - Asbestos Removal,,44097,44097,44095,44095,,44129,Organisation,1,N/A,1,,,0,,£296.00,£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,,"73180000 - Machining and processing services, 72100000 - Building and facility maintenance and repair services, 72140000 - Heavy construction services, 73181900 - Welding and brazing and soldering services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN499192, N/A , N/A , Panoramic Associates Ltd ,6881542,FALSE, N/A ,Redacted, BS1 2NH,DN499192,1,Health Protection Consultant,Business Change,Bristol City Council,"Health Protection Consultant
PRF - PR0958 approved and completed",,44018,44196,44089,44137,44137,44196,Organisation,6,N/A,6,,,0,,"£100,000.00",£0.00,£0.00,,Redacted,Other (direct award to the consultant due to the urgency relating to COVID crisis),No,No,,Bristol City Council,N/A,,"93140000 - Community and social services, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN499280, N/A , N/A , Nurture Development LTD , . ,FALSE,  ,Redacted, Dublin 14,DN499280,1,Growing the Power of Communities Training,People,Bristol City Council,Growing the Power of Communities Training,,44097,44286,44089,44196,,44286,Public,7,N/A,7,,,0,,"£11,365.00",£0.00,£0.00,PR0999,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,86111600 - Adult education,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN499295, N/A , N/A , Recognition Express North , . ,FALSE,  ,Redacted, BS15 3JD,DN499295,1,Library cloth bags,Growth & Regeration,Bristol City Council,Library cloth bags,,44095,44460,44089,44368,,44651,Public,12,N/A,12,,,0,,"£8,000.00",£0.00,£0.00,PR1002,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,24111500 - Bags,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN499313, N/A , N/A , European Asbestos Services ,2933074,FALSE, N/A ,Redacted, TW16 7EF,DN499313,1,"154 Broadlands Drive, Lawrence Weston, Bristol BS11 0PH - Asbestos Removals",Growth & Regeration,Bristol City Council,"154 Broadlands Drive, Lawrence Weston, Bristol BS11 0PH - Asbestos Removals",,44099,44099,44092,44092,,44122,Public,1,N/A,1,,,0,,£447.20,£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,,"73180000 - Machining and processing services, 72100000 - Building and facility maintenance and repair services, 72140000 - Heavy construction services, 73181900 - Welding and brazing and soldering services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN499380, N/A , N/A , JonesMillbank ,7538551,FALSE, N/A ,Redacted, BS1 6QA,DN499380,1,BD13316 - WAB Film 2020,Growth & Regeration,Bristol City Council,BD13316 - WAB Film 2020,,44090,44120,44090,44104,,44286,Public,1,N/A,1,,,0,,"£6,900.00",£0.00,£0.00,PR1003,Redacted,Other (Contact £5-25k),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN499406, N/A , N/A , Jacobs , . ,FALSE,  ,Redacted, EX2 5SP,DN499406,1,ASEA Flood Defence Model runs,Growth & Regeration,Bristol City Council,ASEA Flood Defence Model runs,,44090,44162,44090,44131,,44286,Public,3,N/A,3,,,0,,"£17,427.00",£0.00,£0.00,PR1007,Redacted,RFQ,No,No,,Bristol City Council,N/A,,81101500 - Civil engineering,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN499502, N/A , N/A , Stuff Advertising Ltd ,5572442,FALSE,  ,Redacted, BS1 6UN,DN499502,1,Promotional video to help promote cycling for people living in West of England,Growth & Regeration,Bristol City Council,Promotional video to help promote cycling for people living in West of England,,44094,44286,44090,44196,,44286,Public,7,N/A,7,,,0,,"£13,630.00",£0.00,£0.00,PR1011,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN499650, N/A , N/A , PH Waste Management &amp; Recycling Ltd ,12345,FALSE,  ,Redacted, not known,DN499650,1,PH Waste Management & Recycling Ltd,Growth & Regeration,Bristol City Council,"PH Waste Management & Recycling Ltd - 

Procurement Request Form process",,44088,44118,44091,44116,,44135,Public,1,N/A,1,,,0,,"£24,999.00",£0.00,£0.00,,Redacted,Other (PRF process),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN499796, N/A , N/A , Ian Williams Limited ,879464,FALSE,  ,Redacted, BS37 6JL,DN499796,1,Duckmore Road Garages,Growth & Regeration,Bristol City Council,"Refurbishment of garages 1-49 Duckmoor Road Ashton Gate, Bristol, BS3 2EL",,44091,44469,44091,44346,,44469,Public,12,N/A,12,,,0,,"£54,297.63",£0.00,£0.00,,Redacted,Other (call off from Procurement Hub DPS),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN499831, N/A , N/A , Beaufort Bespoke Ltd ,5575862,FALSE, N/A ,Redacted, BS31 1TR,DN499831,1,New display cases to protect Kings and Bishops statues on display at M-Shed,Growth & Regeration,Bristol City Council,New display cases to protect Kings and Bishops statues on display at M-Shed,,44094,44124,44092,44104,,44286,Public,1,N/A,1,,,0,,"£7,220.00",£0.00,£0.00,PR1014,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,"47120000 - Janitorial equipment, 47130000 - Cleaning and janitorial supplies, 56130000 - Merchandising furniture and accessories, 52140000 - Domestic appliances, 47121800 - Cleaning equipment, 47121900 - Cleaning equipment accessories, 47131600 - Brooms and mops and brushes and accessories, 47131700 - Restroom supplies, 56101500 - Furniture, 52141500 - Domestic kitchen appliances, 52141800 - Other domestic household appliances, 52152300 - Domestic kitchen supplies, 47000000 - Cleaning Equipment and Supplies, 56000000 - Furniture and Furnishings",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN499844, N/A , N/A , Schoeller Allibert , GB125091636 ,FALSE,  ,Redacted, CW7 3RA,DN499844,1,Library crates,Growth & Regeration,Bristol City Council,Library crates,,44095,44459,44092,44367,,44651,Public,12,N/A,12,,,0,,"£13,000.00",£0.00,£0.00,PR1017,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,56121000 - Library furnishings,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN499887, N/A , N/A , Envirocall Limited ,2290784,FALSE, N/A ,Redacted, B46 1HT,DN499887,1,12 Clover Ground BS9 4UF - Asbestos Removals,Growth & Regeration,Bristol City Council,12 Clover Ground BS9 4UF - Asbestos Removals,,44101,44101,44104,44104,,44135,Public,1,N/A,1,,,0,,£65.45,£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,,"73180000 - Machining and processing services, 72100000 - Building and facility maintenance and repair services, 72140000 - Heavy construction services, 73181900 - Welding and brazing and soldering services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN500008, N/A , N/A , Ecocetera Ltd , GB978938237 ,FALSE,  ,Redacted, BS9 3NJ,DN500008,1,Rooftop PV Surveys 2020,Growth & Regeration,Bristol City Council,Rooftop PV Surveys 2020,,44032,44396,44025,44306,,44651,Public,12,N/A,12,,,0,,"£24,999.00",£0.00,£0.00,PR1019,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,81101500 - Civil engineering,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN500023, N/A , N/A ," NHS South, Central and West Commissioning Support Unit ", N/A ,FALSE, N/A ,Redacted, SO50 5PB,DN500023,1,Information Governance support for Insight Bristol from NHS CCG Commissioning Support Unit,People,Bristol City Council,Information Governance support for Insight Bristol from NHS CCG Commissioning Support Unit,,44090,44302,44092,44196,,44651,Public,7,N/A,7,,,0,,"£6,732.00",£0.00,£0.00,PR1020,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,80121600 - Business law services,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN500027, N/A , N/A , Trevi House ,3719502,FALSE,  ,Redacted, PL4 6BW,DN500027,1,Residentail rehab call off contract - 12707,People,Bristol City Council,Call off from residential rehab framework,,44057,44140,44092,44109,,44140,Public,3,N/A,3,,,0,,"£12,960.00",£0.00,£0.00,,Redacted,Other (Call off from residential rehab framework),No,No,,Bristol City Council,N/A,,"93140000 - Community and social services, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN500034, N/A , N/A , Nordic Products and Services Ltd ,9131544,FALSE,  ,Redacted, TS18 2HN,DN500034,1,Bear pit cleaning,Growth & Regeration,Bristol City Council,Bear pit cleaning,,44091,44196,44092,44136,,44286,Public,4,N/A,4,,,0,,"£15,237.00",£0.00,£0.00,PR1022,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN500051, N/A , N/A , Brynawel House Alcohol &amp; Drug Rehabilitation Centre ,5708345,FALSE,  ,Redacted, CF72 9RN,DN500051,1,Residentail rehab call off contract - 6722,People,Bristol City Council,Call off from residential rehab framework,,44092,44195,44092,44165,,44196,Public,4,N/A,4,,,0,,"£14,552.00",£0.00,£0.00,,Redacted,Other (Call off from residential rehab framework),No,No,,Bristol City Council,N/A,,"93140000 - Community and social services, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN500090, N/A , N/A , Sedgemoor Manor School (formerly Mark College) ,6244880,FALSE,  ,Redacted, TA9 4NP,DN500090,1,SEND Independent Non Maintained School Placement Request Sedgemoor Manor School,People,Bristol City Council,SEND Independent Non Maintained School Placement Request Sedgemoor Manor School,,44102,45169,44095,44830,,45169,Public,36,N/A,36,,,0,,"£225,904.00",£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,Sedgemoor,"93140000 - Community and social services, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN500100, N/A , N/A , Envirocall Limited ,2290784,FALSE, N/A ,Redacted, B46 1HT,DN500100,1,6 Exton Close - Asbestos Removal,Neighbourhoods,Bristol City Council,6 Exton Close - Asbestos Removal,,44104,44104,44098,44098,,44128,Public,1,N/A,1,,,0,,£338.80,£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,,"73180000 - Machining and processing services, 72100000 - Building and facility maintenance and repair services, 72140000 - Heavy construction services, 73181900 - Welding and brazing and soldering services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN500100, N/A , N/A , Envirocall Limited ,2290784,FALSE, N/A ,Redacted, B46 1HT,DN500100,1,6 Exton Close - Asbestos Removal,Neighbourhoods,Bristol City Council,6 Exton Close - Asbestos Removal,,44104,44104,44098,44098,,44128,Public,1,N/A,1,,,0,,£338.80,£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,,"73180000 - Machining and processing services, 72100000 - Building and facility maintenance and repair services, 72140000 - Heavy construction services, 73181900 - Welding and brazing and soldering services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN500100, N/A , N/A , Envirocall Limited ,2290784,FALSE, N/A ,Redacted, B46 1HT,DN500100,1,6 Exton Close - Asbestos Removal,Neighbourhoods,Bristol City Council,6 Exton Close - Asbestos Removal,,44104,44104,44098,44098,,44128,Public,1,N/A,1,,,0,,£338.80,£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,,"73180000 - Machining and processing services, 72100000 - Building and facility maintenance and repair services, 72140000 - Heavy construction services, 73181900 - Welding and brazing and soldering services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN500299, N/A , N/A , Lebohang Kganye , . ,FALSE,  ,Redacted, .,DN500299,1,Artwork Commission for Bristol Photo Festival,Growth & Regeration,Bristol City Council,Artwork Commission for Bristol Photo Festival,,44104,44440,44095,44348,,44651,Public,11,N/A,11,,,0,,"£10,000.00",£0.00,£0.00,PR1023,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,82151500 - Visual art services,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN500631, N/A , N/A , Sustainable Energy Ltd ,3548094,FALSE, N/A ,Redacted, CF10 4AN,DN500631,1,Client engineer duties (extension) for 100 Temple Street energy Centre,Growth & Regeration,Bristol City Council,Extend the provision that a designer and client engineer is providing on the 100 Temple Street Energy Centre project.,,44094,44440,44091,43983,,44440,Public,12,N/A,12,,,0,,"£45,000.00",£0.00,£0.00,,Redacted,Other (Direct Award),No,No,,Bristol City Council,N/A,,81101500 - Civil engineering,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN500774, N/A , N/A , Clifton Canvas developments ltd. , 303 1929 87 ,FALSE,  ,Redacted, BS3 5BQ,DN500774,1,Specialist body bags for the police for recovery of water/decomposed deaths,Resources,Bristol City Council,Specialist body bags for the police for recovery of water/decomposed deaths,,44083,44448,44097,44356,,44651,Public,12,N/A,12,,,0,,"£8,225.00",£0.00,£0.00,PR1033,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,42261600 - Autopsy equipment and supplies,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN500872, N/A , N/A , Beechwood College ,1001091,FALSE,  ,Redacted, CF10 2FE,DN500872,1,Independent non maintained Residential school fees Beechwood College.,People,Bristol City Council,Independent non maintained Residential school fees Beechwood College.,,44075,44804,44075,44439,,44804,Public,24,N/A,24,,,0,,"£156,348.00",£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,Beechwood,"93140000 - Community and social services, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN500899, N/A , N/A , A Taxis , N/A ,FALSE, N/A ,Redacted, BS16 2AA,DN500899,1,A Taxis Routes 2020/2021,Place,Bristol City Council,Linked to Framework DN394731,,44044,44408,44098,44378,,44439,Public,12,N/A,12,,,0,,"£273,121.04",£0.00,£0.00,,Redacted,Other (Direct award as per framework rules),No,No,,Bristol City Council,Framework,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN501190, N/A , N/A , AHR Architects ,43479086,FALSE, N/A ,Redacted, BS1 2BD,DN501190,1,Hawkfield Business Park - Professional Services (Architect),Growth & Regeration,Bristol City Council,Appointment via direct award of AHR Architects using Lot BB4 of Torbay Council South West Consultants Framework.,,44075,45382,44099,45299,,45382,Public,43,N/A,43,,,0,,"£105,000.00",£0.00,£0.00,PR0956,Redacted,Other (Direct award via framework),No,No,,Bristol City Council,N/A,,81101500 - Civil engineering,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN501283, N/A , N/A , BT Redcare , GB245719348 ,FALSE,  ,Redacted, RH10 9JY,DN501283,1,BT Redcare secure alarms 04092020,Growth & Regeration,Bristol City Council,BT Redcare secure alarms 04092020,,44078,44443,44099,44351,,44651,Public,12,N/A,12,,,0,,"£12,000.00",£0.00,£0.00,PR1044,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,92121700 - Security systems services,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN501701, N/A , N/A , Badenoch &amp; CLark ,1356186,FALSE, N/A ,Redacted, EC4V 4BG,DN501701,1,Locum Lawyer - Commercial & Governance Housing Investment - Extension,ICT,Bristol City Council,Locum Lawyer - Commercial & Governance Housing Investment - Extension,,44075,44255,44068,44136,,44286,Public,6,N/A,6,,,0,,"£60,000.00",£0.00,£0.00,,Redacted,"Other (Compliant exception: Particularly advantageous
commercial terms below OJEU)",No,No,,Bristol City Council,N/A,,"80120000 - Legal services, 80121500 - Criminal law services, 80121700 - Civil liability services, 80121800 - Family law services, 80121900 - Compensated legal participation services, 80131700 - Escrow and title services, 93111600 - Political representation and participation",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN501849, N/A , N/A , C2J Architects Limited , GB924741226 ,FALSE,  ,Redacted, CF24 5HL,DN501849,1,Move on Accommodation Project for Homelessness - Architect Fees,Growth & Regeration,Bristol City Council,Move on Accommodation Project for Homelessness - Architect Fees,,44104,44165,44103,44135,,44286,Public,2,N/A,2,,,0,,"£21,042.00",£0.00,£0.00,PR1053,Redacted,RFQ,No,No,,Bristol City Council,N/A,,81101500 - Civil engineering,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN502037, N/A , N/A , Badenoch &amp; CLark ,1356186,FALSE, N/A ,Redacted, EC4V 4BG,DN502037,1,Locum Lawyer - Commercial & Governance Housing Investment - Extension,Resources,Bristol City Council,"Six-month extension and we
wish to retain the same locum. The work is complex and retaining him would provide
continuity of work, avoid the additional costs of another recruitment process and
handover.",,44075,44255,44104,44227,,44255,Public,6,N/A,6,,,0,,"£60,000.00",£0.00,£0.00,PR1032,Redacted,RFQ,No,No,,Bristol City Council,N/A,Legal,80121600 - Business law services,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN502037, N/A , N/A , Badenoch &amp; CLark ,1356186,FALSE, N/A ,Redacted, EC4V 4BG,DN502037,1,Locum Lawyer - Commercial & Governance Housing Investment - Extension,Resources,Bristol City Council,"Six-month extension and we
wish to retain the same locum. The work is complex and retaining him would provide
continuity of work, avoid the additional costs of another recruitment process and
handover.",,44075,44255,44104,44227,,44255,Public,6,N/A,6,,,0,,"£60,000.00",£0.00,£0.00,PR1032,Redacted,RFQ,No,No,,Bristol City Council,N/A,Legal,80121600 - Business law services,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN502154, N/A , N/A , Nisai Learning Limited , . ,FALSE,  ,Redacted, HA1 1XB,DN502154,1,Nisai Learning -  2020/21,People,Bristol City Council,Nisai Learning - 2020/21,,44075,44439,44068,44317,,44651,Public,12,N/A,12,,,0,,"£6,500.00",£0.00,£0.00,PR1058,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,"86110000 - Alternative educational systems, 86120000 - Educational institutions, 86130000 - Specialized educational services, 86140000 - Educational facilities, 86111800 - Educational exchanges, 86121500 - Elementary and secondary schools",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN502172, N/A , N/A , Enterprise Rent-A-Car UK ,2946689,FALSE,  ,Redacted, TW20 9FB,DN502172,1,Enterprise Car Hire,Resources,Bristol City Council,Enterprise Car Hire,,44092,44561,44104,44377,,44286,Public,15,N/A,15,,,0,,"£150,000.00",£0.00,£0.00,PR0792,Redacted,Other (Direct Award on CCS Framework Agreement),No,No,,Bristol City Council,N/A,"Car, Hire",25100000 - Motor vehicles,,,
