"document_date","po_number","line_number","supplier_id","supplier_name","pro_class","pro_class_description","desc_goods","service","expense_area","po_value"
"2017-04-04","ZZC270884","2","8930","Archwood Medical Practice","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","PH-Lifestyles","1617"
"2017-04-04","ZZC270884","3","8930","Archwood Medical Practice","999999","Social Community Care Supplies & Services  ","Service Contract Payments","Services to People","Sexual Health LES","388"
"2017-04-04","ZZC270884","4","8930","Archwood Medical Practice","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","Sexual Health LES","3333"
"2017-04-04","ZZC270885","1","9126","Dr Mathewson","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","PH-Healthcare","2267"
"2017-04-04","ZZC270885","2","9126","Dr Mathewson","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","PH-Healthcare","945"
"2017-04-04","ZZC270885","3","9126","Dr Mathewson","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","PH-Healthcare","2083"
"2017-04-04","ZZC270885","4","9126","Dr Mathewson","999999","Social Community Care Supplies & Services  ","Service Contract Payments","Services to People","Sexual Health LES","1619"
"2017-04-04","ZZC270886","1","8913","The Guywood Practice","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","PH-Healthcare","1084"
"2017-04-04","ZZC270886","2","8913","The Guywood Practice","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","PH-Lifestyles","666"
"2017-04-04","ZZC270886","3","8913","The Guywood Practice","999999","Social Community Care Supplies & Services  ","Service Contract Payments","Services to People","Sexual Health LES","324"
"2017-04-04","ZZC270886","4","8913","The Guywood Practice","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","Sexual Health LES","3902"
"2017-04-04","ZZC270887","1","8965","DR J JEFFS","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","PH-Healthcare","1222"
"2017-04-04","ZZC270887","2","8965","DR J JEFFS","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","PH-Lifestyles","2101"
"2017-04-04","ZZC270887","3","8965","DR J JEFFS","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","Sexual Health LES","1326"
"2017-04-04","ZZC270887","4","8965","DR J JEFFS","999999","Social Community Care Supplies & Services  ","Service Contract Payments","Services to People","Sexual Health LES","2590"
"2017-04-04","ZZC270888","1","8986","DRS GILMAN & BILBEY","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","PH-Healthcare","2449"
"2017-04-04","ZZC270888","2","8986","DRS GILMAN & BILBEY","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","PH-Lifestyles","4759"
"2017-04-04","ZZC270888","3","8986","DRS GILMAN & BILBEY","999999","Social Community Care Supplies & Services  ","Service Contract Payments","Services to People","Sexual Health LES","3561"
"2017-04-04","ZZC270888","4","8986","DRS GILMAN & BILBEY","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","Sexual Health LES","2083"
"2017-04-04","ZZC270889","1","8922","Dr Dean and Partners","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","PH-Healthcare","2102"
"2017-04-04","ZZC270889","2","8922","Dr Dean and Partners","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","PH-Lifestyles","1140"
"2017-04-04","ZZC270889","3","8922","Dr Dean and Partners","999999","Social Community Care Supplies & Services  ","Service Contract Payments","Services to People","Sexual Health LES","777"
"2017-04-04","ZZC270889","4","8922","Dr Dean and Partners","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","Sexual Health LES","2349"
"2017-04-10","ZZC271035","1","2104","Central Manchester University","310000","Healthcare  ","Third party payments - Public Sector","Services to People","PH-Sexual Health","3889540"
"2017-04-20","ZZC271530","1","1339","Stockport NHS Foundation Trust","310000","Healthcare  ","Third party payments - Public Sector","Services to People","DP - CEAS","67300"
"2017-04-24","ZZC271708","1","1339","Stockport NHS Foundation Trust","310000","Healthcare  ","Third party payments - Public Sector","Services to People","EHP CC Mgt Admin","200000"
"2017-04-27","ZZC271874","1","837","Bolton MBC Corporate Resources","999999","Fees and Charges","Fees and Charges","Services to People","FP - Fostering Staffing","5318"
"2017-05-04","ZZC272215","1","11086","Inspired Film and Video Ltd","150000","Consultancy   ","Professional Fees","Services to People","FP – Regional Adoption Agency","5350"
"2017-05-05","ZZC272297","1","10867","ABL Health Ltd","310000","Healthcare  ","Third party payments - Public Sector","Services to People","PH-Lifestyles","733000"
"2017-05-05","ZZC272298","1","10332","LIFELINE PROJECT LIMITED","999999","Social Community Care Supplies & Services  ","Service Contract Payments","Services to People","PH-Drug and Alcohol","479871"
"2017-05-05","ZZC272299","1","4369","Pennine Care NHS Trust","999999","Social Community Care Supplies & Services  ","Service Contract Payments","Services to People","PH-Drug and Alcohol","1125000"
"2017-05-05","ZZC272300","1","628","Life Leisure","999999","Social Community Care Supplies & Services  ","Service Contract Payments","Services to People","PH-Lifestyles","177403"
"2017-05-10","ZZC272512","1","11066","Eurospan Group","171113","Education Library Books ","Library Equipment","Services to People","SEN Reform","5961.06"
"2017-05-12","ZZC272638","1","10332","LIFELINE PROJECT LIMITED","310000","Healthcare  ","Third party payments - Public Sector","Services to People","PH-Drug and Alcohol","65936"
"2017-05-23","ZZC273012","1","8244","NCER CIC","200000","Financial Services  ","Fees and Charges","Services to People","SI - Advisers","8012.3"
"2017-05-24","ZZC273115","1","10985","SMS Education Ltd","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","275000"
"2017-05-24","ZZC273118","1","10332","LIFELINE PROJECT LIMITED","310000","Healthcare  ","Third party payments - Public Sector","Services to People","PH-Drug and Alcohol","10989"
"2017-05-25","ZZC273136","1","1339","Stockport NHS Foundation Trust","310000","Healthcare  ","Third party payments - Public Sector","Services to People","PH-Lifestyles","18000"
"2017-05-25","ZZC273144","1","1339","Stockport NHS Foundation Trust","310000","Healthcare  ","Third party payments - Public Sector","Services to People","SHV CSC Locality Lead","8733"
"2017-05-26","ZZC273222","1","10867","ABL Health Ltd","310000","Healthcare  ","Third party payments - Public Sector","Services to People","PH-Lifestyles","733000"
"2017-05-31","ZZC273338","1","1339","Stockport NHS Foundation Trust","310000","Healthcare  ","Third party payments - Public Sector","Services to People","HTV CSC Locality Lead","8733"
"2017-06-02","ZZC273438","1","1339","Stockport NHS Foundation Trust","310000","Healthcare  ","Third party payments - Public Sector","Services to People","CB/MW CSC Locality Lead","8733"
"2017-06-05","ZZC273467","1","5367","Safespaces (Cornholme) Ltd","181800","Environmental Services Technical Equipment ","Furniture and Equipment","Services to People","DP - CEAS","5050"
"2017-06-05","ZZC273467","2","5367","Safespaces (Cornholme) Ltd","181800","Environmental Services Technical Equipment ","Furniture and Equipment","Services to People","DP - CEAS","250"
"2017-06-05","ZZC273510","1","10867","ABL Health Ltd","310000","Healthcare  ","Third party payments - Public Sector","Services to People","PH-Lifestyles","733000"
"2017-06-06","ZZC273543","1","10337","SIGNPOST STOCKPORT for CARERS","390000","Supplies and services","Supplies and services","Services to People","Transformation Fund-Healthy Communities","65967"
"2017-06-13","ZZC273854","1","11066","Eurospan Group","171113","Education Library Books ","Library Equipment","Services to People","SEN Reform","43923.6"
"2017-06-16","ZZC274017","1","6455","Assoc Board of Royal Schools o","171012","Education Examinational Fees ","Fees and Charges","Services to People","SI -Music Service","5880"
"2017-06-19","ZZC274022","1","2011","dv Salford City Council","999999","Fees and Charges","Fees and Charges","Services to People","HIV Services","25197"
"2017-06-19","ZZC274069","1","10332","DV LIFELINE PROJECT LIMITED","999999","Social Community Care Supplies & Services  ","Service Contract Payments","Services to People","PH-Drug and Alcohol","479871"
"2017-06-19","ZZC274077","1","9199","Paxmans Musical Instruments","181800","Environmental Services Technical Equipment ","Furniture and Equipment","Services to People","SI - Assisted Purch","5960"
"2017-06-19","ZZC274077","2","9199","Paxmans Musical Instruments","181800","Environmental Services Technical Equipment ","Furniture and Equipment","Services to People","SI - Assisted Purch","336.6"
"2017-06-20","ZZC274169","1","9587","FFT Education Ltd","200000","Financial Services  ","Fees and Charges","Services to People","SI - Advisers","18765"
"2017-06-26","ZZC274414","1","9715","NHS Stockport CCG","310000","Healthcare  ","Third party payments - Public Sector","Services to People","Perip-Classroom Assistant - Learning Dif","22820"
"2017-06-26","ZZC274416","1","4369","Pennine Care NHS Trust","999999","Social Community Care Supplies & Services  ","Service Contract Payments","Services to People","PH-Drug and Alcohol","1125000"
"2017-06-27","ZZC274466","1","7002","Halle Concerts Society","290000","Arts & Leisure Services  ","Publicity and Promotion","Services to People","SI -Music Service","12000"
"2017-06-30","ZZC274725","1","2104","Central Manchester University","390000","Supplies and services","Supplies and services","Services to People","Chlamydia Screening","72434"
"2017-04-03","ZZP270770","1","5915","Atkins Global","390000","Supplies and services","Supplies and services","Services to Place","Network Assets Staff","5947"
"2017-04-03","ZZP270784","1","7820","Greater Manchester GMUTC","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","HIP Carriageways - On Site","4110.12"
"2017-04-03","ZZP270784","2","7820","Greater Manchester GMUTC","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","HIP Carriageways - On Site","898.42"
"2017-04-03","ZZP270784","3","7820","Greater Manchester GMUTC","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","HIP Carriageways - On Site","2184.2"
"2017-04-04","ZZP270878","1","9756","Essential Fleet Services","380000","Vehicle Management  ","MOT Charges","Services to Place","Taxi & Private Hire Cars","8900"
"2017-04-05","ZZP270897","1","8010","GROUNDWORK & LEISURE SERVIC","240000","Horticultural  ","Grounds Maintenance","Services to Place","SPECIAL PROJECT 1","5508"
"2017-04-05","ZZP270927","1","11056","Asset Management Academy Ltd","261500","Human Resources Training & Conferences ","Fees and Charges","Services to Place","Network Assets Staff","11650"
"2017-04-05","ZZP270928","1","5915","Atkins Global","150000","Consultancy   ","Professional Fees","Services to Place","ECS-Highway Design Team","51350"
"2017-04-05","ZZP270929","1","8817","AECOM Infrastructure & Environ","150000","Consultancy   ","Professional Fees","Capital Expenditure","STCAP 606 Woodbank Park Cycle Path - Land","14970.5"
"2017-04-06","ZZP270962","1","10855","NEPRO Ltd","150000","Consultancy   ","Professional Fees","Services to Place","Environment Administration Support","25000"
"2017-04-06","ZZP270972","1","6748","GEORGE COX & SONS LTD","390000","Supplies and services","Supplies and services","Services to Place","Highway Structures - Routine and Reactive Maintena","15000"
"2017-04-06","ZZP270975","1","6748","GEORGE COX & SONS LTD","390000","Supplies and services","Supplies and services","Services to Place","Highway Structures - Routine and Reactive Maintena","15000"
"2017-04-07","ZZP270987","1","2927","XMA Ltd","270000","Information Communication Technology  ","Information and Communications Technology","Corporate and Support Services","Digital by Design Technical","5266.9"
