supplier_name,account_name,service,total_value,Privilege,trade_cat
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,12253,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,12210,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,12659,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,11044.7,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,11483.3,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,12253,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,11483.3,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,11044.7,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,12659,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,12210,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,8310.37,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,14432.3,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,8828.33,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,16038.8,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,13495.1,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,8745.88,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,8310.37,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,14432.3,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,14827.7,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,8476.58,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,8920.8,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,13765,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,16359.6,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,9004.9,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,14721,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,14721,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,18302.2,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,11724.2,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,11724.2,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,8476.58,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,10566.2,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,12253.1,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,7325.86,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,11483.3,Health,85300000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,31282.3,Health,85000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,92403,Health,85000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,80826,Health,85000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,20209.4,Health,85000000
THE TOGETHER TRUST,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS,16197.5,Health,85000000
THE TOGETHER TRUST,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS,14117.2,Health,85000000
THE UNIVERSITY OF MANCHESTER,ACTIVITIES,ECONOMY AND ENVIRONMENT,11430,Development,73410000
THE UNIVERSITY OF MANCHESTER,BASIC SALARIES,EARLY HELP AND SCHOOLS,5422,Education,80000000
THE UNIVERSITY OF MANCHESTER,BASIC SALARIES,EARLY HELP AND SCHOOLS,6440,Development,73000000
THE UNIVERSITY OF MANCHESTER,BASIC SALARIES,EARLY HELP AND SCHOOLS,5172,Development,73000000
THE UNIVERSITY OF MANCHESTER,BASIC SALARIES,EARLY HELP AND SCHOOLS,6440,Material,42300000
THE UNIVERSITY OF MANCHESTER,GRANTS TO THE NON VOLUNTARY SECTOR,NEIGHBOURHOODS AND ENVIRONMENT,12000,Education,80000000
THE UNIVERSITY OF MANCHESTER,TRAINING,PHYSICAL DIS & OLDER PEOPLE,5440,Education,80000000
THE UNIVERSITY OF MANCHESTER,TRAINING,PHYSICAL DIS & OLDER PEOPLE,5440,Development,73000000
THE UNIVERSITY OF MANCHESTER,TRAINING,PHYSICAL DIS & OLDER PEOPLE,7700,Food,15930000
THE UNIVERSITY OF SHEFFIELD,AGENCY STAFF,EARLY HELP AND SCHOOLS,5650,Paper,22000000
THE UNIVERSITY OF SHEFFIELD,AGENCY STAFF,EARLY HELP AND SCHOOLS,8900.67,Paper,22000000
THOMSON REUTERS,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,RESOURCES,19248.3,Data,72200000
THOMSON REUTERS,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,RESOURCES,20018.3,Data,48610000
THOMSON REUTERS,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,RESOURCES,18723.7,Legal,79970000
THOMSON REUTERS,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,RESOURCES,18723.7,Legal,79970000
THOMSON REUTERS,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,FINANCE SERVICES,8500,Legal,79100000
THOMSON REUTERS,REFRESHMENTS,FINANCE SERVICES,12414.4,Data,48218000
THOMSON REUTERS,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,FINANCE SERVICES,6477.8,Entertainment,92511000
THOMSON REUTERS,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,FINANCE SERVICES,6477.8,Entertainment,92511000
TRANSPORT FOR GREATER MANCHESTER,ARCHITECTS FEES,PROPERTY AND HIGHWAYS,8828.4,Medical,33952000
TRANSPORT FOR GREATER MANCHESTER,NEW CONSTRUCTION,PROPERTY AND HIGHWAYS,7437.15,Consumer Products,31120000
TRANSPORT FOR GREATER MANCHESTER,ROADWORKS,ECONOMY DIRECTORATE,10000,Consumer Products,31120000
TRANSPORT FOR GREATER MANCHESTER,BUS EXPENSES,ECONOMY DIRECTORATE,36416,Consumer Products,31120000
TRANSPORT FOR GREATER MANCHESTER,ROADWORKS,PROPERTY AND HIGHWAYS,10750,Transport,34000000
TRANSPORT FOR GREATER MANCHESTER,ROADWORKS,PROPERTY AND HIGHWAYS,31000,Transport,34000000
TRANSPORT FOR GREATER MANCHESTER,ROADWORKS,PROPERTY AND HIGHWAYS,14861,Transport,34000000
TRANSPORT FOR GREATER MANCHESTER,ADVERTISING,NEIGHBOURHOODS AND ENVIRONMENT,13500,Material Handling,45213000
TRANSPORT FOR GREATER MANCHESTER,ROADWORKS,PROPERTY AND HIGHWAYS,21750,Data,48000000
TRANSPORT FOR GREATER MANCHESTER,ROADWORKS,PROPERTY AND HIGHWAYS,24400,Data,48000000
TRANSPORT FOR GREATER MANCHESTER,REPAIRS & ALTS OF BUILDINGS,PROPERTY AND HIGHWAYS,5000,Material Handling,45213000
TRANSPORT FOR GREATER MANCHESTER,MINOR BUILDING WORKS,ECONOMY DIRECTORATE,7625,Material Handling,45213000
TRANSPORT FOR GREATER MANCHESTER,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS,9475,Material Handling,45213000
TRANSPORT FOR GREATER MANCHESTER,MINOR BUILDING WORKS,ECONOMY DIRECTORATE,13500,Material Handling,45213000
TRANSPORT FOR GREATER MANCHESTER,STUDENT TRAVEL,EARLY HELP AND SCHOOLS,57849.3,Medical,33952000
TRANSPORT FOR GREATER MANCHESTER,STUDENT TRAVEL,EARLY HELP AND SCHOOLS,39212.9,Consumer Products,31120000
TRANSPORT FOR GREATER MANCHESTER,STUDENT TRAVEL,EARLY HELP AND SCHOOLS,38068.7,Transport,60112000
TRANSPORT FOR GREATER MANCHESTER,STUDENT TRAVEL,EARLY HELP AND SCHOOLS,50784.8,Transport,34000000
TRANSPORT FOR GREATER MANCHESTER,STUDENT TRAVEL,EARLY HELP AND SCHOOLS,33730.5,Transport,34000000
TRANSPORT FOR GREATER MANCHESTER,STUDENT TRAVEL,EARLY HELP AND SCHOOLS,39073.6,Transport,60112000
TRANSPORT FOR GREATER MANCHESTER,STUDENT TRAVEL,EARLY HELP AND SCHOOLS,38426.9,Material Handling,45213300
TRANSPORT FOR GREATER MANCHESTER,STUDENT TRAVEL,EARLY HELP AND SCHOOLS,34486.7,Data,48000000
TRANSPORT FOR GREATER MANCHESTER,STUDENT TRAVEL,EARLY HELP AND SCHOOLS,37740.4,Data,48000000
TRANSPORT FOR GREATER MANCHESTER,STUDENT TRAVEL,EARLY HELP AND SCHOOLS,35929.4,Material Handling,45213000
TRANSPORT FOR GREATER MANCHESTER,STUDENT TRAVEL,EARLY HELP AND SCHOOLS,43372.1,Material Handling,45213000
TRANSPORT FOR GREATER MANCHESTER,STUDENT TRAVEL,EARLY HELP AND SCHOOLS,42374.2,Material Handling,45213000
TRANSPORT FOR GREATER MANCHESTER,BUS EXPENSES,ECONOMY DIRECTORATE,36416,Transport,60112000
TRANSPORT FOR GREATER MANCHESTER,ARCHITECTS FEES,ECONOMY DIRECTORATE,80000,Material Handling,45213300
TRANSPORT FOR GREATER MANCHESTER,BUS EXPENSES,ECONOMY DIRECTORATE,36000,Data,48000000
TRANSPORT FOR GREATER MANCHESTER,BUS EXPENSES,ECONOMY DIRECTORATE,36416,Data,48000000
TRANSPORT FOR GREATER MANCHESTER,BUS EXPENSES,ECONOMY DIRECTORATE,36416,Consumer Products,31500000
TRANSPORT FOR GREATER MANCHESTER,CONSULTANTS FEES,ECONOMY DIRECTORATE,9200,Material Handling,45213000
TRANSPORT FOR GREATER MANCHESTER,CONSULTANTS FEES,ECONOMY DIRECTORATE,67500,Material Handling,45213000
TRIMBLE UK LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,28166.5,Data,72000000
TRIMBLE UK LIMITED,SOFTWARE,PROPERTY AND HIGHWAYS,28166.5,Data,48000000
TUSKERDIRECT LIMITED,TRANSACTIONS-EXPENDITURE,RESOURCES,100000,Data,48220000
UNIVERSITY OF BIRMINGHAM,TRAINING-QUALIFICATION,EARLY HELP AND SCHOOLS,6710,Equipment,38970000
UNIVERSITY OF BIRMINGHAM,TRAINING-QUALIFICATION,EARLY HELP AND SCHOOLS,7070,Data,72317000
UNIVERSITY OF BIRMINGHAM,TRAINING-QUALIFICATION,EARLY HELP AND SCHOOLS,7500,Data,72317000
VAISALA LIMITED,SOFTWARE,PROPERTY AND HIGHWAYS,14350,Equipment,38127000
VICTIM SUPPORT,GRANTS TO THE NON VOLUNTARY SECTOR,NEIGHBOURHOODS AND ENVIRONMENT,45908,Health,85300000
VICTIM SUPPORT,INTERNALLY COMMISSIONED SERVICES (EXP),NEIGHBOURHOODS AND ENVIRONMENT,16442,Health,85300000
VICTIM SUPPORT,PROJECTS,NEIGHBOURHOODS AND ENVIRONMENT,12311,Health,85300000
VIRGIN CARE SERVICES LIMITED,PH PENNINE CARE CONTRACT,PUBLIC HEALTH,188582,Health,85000000
VIRGIN CARE SERVICES LIMITED,PH PENNINE CARE CONTRACT,PUBLIC HEALTH,191340,Health,85000000
VIRGIN CARE SERVICES LIMITED,PH PENNINE CARE CONTRACT,PUBLIC HEALTH,268556,Health,85000000
VIRGIN CARE SERVICES LIMITED,PH PENNINE CARE CONTRACT,PUBLIC HEALTH,268556,Health,85000000
VIRGIN CARE SERVICES LIMITED,PH PENNINE CARE CONTRACT,PUBLIC HEALTH,151095,Health,85000000
VIRGIN CARE SERVICES LIMITED,PH PENNINE CARE CONTRACT,PUBLIC HEALTH,268556,Health,85000000
VIRGIN CARE SERVICES LIMITED,VIRGIN CARE,PUBLIC HEALTH,268556,Health,85000000
VIRGIN CARE SERVICES LIMITED,VIRGIN CARE,PUBLIC HEALTH,109737,Health,85000000
VIRGIN CARE SERVICES LIMITED,PH OTHER CONTRACTS,PUBLIC HEALTH,805668,Health,85000000
VIRGIN CARE SERVICES LIMITED,VIRGIN CARE,PUBLIC HEALTH,31353.5,Health,85000000
VIRGIN CARE SERVICES LIMITED,VIRGIN CARE,PUBLIC HEALTH,78383.7,Health,85000000
VIRGIN CARE SERVICES LIMITED,VIRGIN CARE,PUBLIC HEALTH,15676.7,Health,85000000
VIRGIN CARE SERVICES LIMITED,VIRGIN CARE,PUBLIC HEALTH,151095,Health,85000000
VIRGIN CARE SERVICES LIMITED,VIRGIN CARE,PUBLIC HEALTH,265628,Health,85000000
VIRGIN CARE SERVICES LIMITED,VIRGIN CARE,PUBLIC HEALTH,62707,Health,85000000
VIRGIN CARE SERVICES LIMITED,VIRGIN CARE,PUBLIC HEALTH,109737,Health,85000000
VIRGIN CARE SERVICES LIMITED,VIRGIN CARE,PUBLIC HEALTH,410973,Health,85000000
VIRGIN CARE SERVICES LIMITED,VIRGIN CARE,PUBLIC HEALTH,20480.6,Health,85000000
VIRGIN CARE SERVICES LIMITED,VIRGIN CARE,PUBLIC HEALTH,124916,Health,85000000
VIRGIN CARE SERVICES LIMITED,VIRGIN CARE,PUBLIC HEALTH,85335.8,Health,85000000
VIRGIN MEDIA BUSINESS,COMMUNICATION AND COMPUTING - GENERAL,ADULT CARE LCO FUNCTIONS,13056,Media,32000000
VIRGIN MEDIA BUSINESS,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS,41517.4,Data,72710000
WEIGHTMANS LLP,PROFESSIONAL FEES,RESOURCES,13119,Legal,79100000
WEIGHTMANS LLP,PROFESSIONAL FEES,RESOURCES,13119,Legal,79100000
WEIGHTMANS LLP,PROFESSIONAL FEES,RESOURCES,13119,Legal,79100000
WEIGHTMANS LLP,PROFESSIONAL FEES,RESOURCES,7946.7,Legal,79100000
WEIGHTMANS LLP,PROFESSIONAL FEES,RESOURCES,68950,Legal,79100000
WEIGHTMANS LLP,PROFESSIONAL FEES,RESOURCES,14069,Legal,79100000
WEIGHTMANS LLP,INPUT VAT -  ADJUSTMENTS,CONTROL ACCOUNT,5000,Insurance,66000000
WEIGHTMANS LLP,CONTRACTED SERVICES,COMMISSIONING AND STATUTORY,6930,Legal,79100000
WEIGHTMANS LLP,PROFESSIONAL FEES,RESOURCES,5605,Legal,79100000
WEIGHTMANS LLP,PROFESSIONAL FEES,RESOURCES,11203,Legal,79100000
WEIGHTMANS LLP,PROFESSIONAL FEES,FINANCE SERVICES,12963,Legal,79000000
WEIGHTMANS LLP,PROFESSIONAL FEES,FINANCE SERVICES,8205.9,Legal,79100000
WEIGHTMANS LLP,PROFESSIONAL FEES,FINANCE SERVICES,70829.6,Legal,79100000
WEIGHTMANS LLP,PROFESSIONAL FEES,FINANCE SERVICES,7064,Legal,79100000
WICKSTEED LEISURE LIMITED,PURCHASE OF OTHER EQUIPMENT,NEIGHBOURHOODS AND ENVIRONMENT,33889,Material Handling,43325000
WICKSTEED LEISURE LIMITED,PURCHASE OF OTHER EQUIPMENT,NEIGHBOURHOODS AND ENVIRONMENT,28719,Material Handling,43325000
WICKSTEED LEISURE LIMITED,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT,14515,Material Handling,43325000
WICKSTEED LEISURE LIMITED,MAINTENANCE,NEIGHBOURHOODS AND ENVIRONMENT,14763,Entertainment,37535200
WITHERSLACK GROUP,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,20868,Health,85000000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,21255,Data,30192000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,24364,Data,30192000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,21255,Data,30192000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,24364,Data,30192000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,21255,Data,30192000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,24686.5,Data,30192000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,24404.5,Data,30192000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,35284.3,Data,30192000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,6441.5,Data,30192000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,52297,Data,30192000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,20404.5,Data,30192000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,8502,Data,30123000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,12753,Data,30123000
XMA LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,28850,Data,30123000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,9099.6,Data,30123000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,26915.5,Data,30123000
XMA LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,34452,Data,30123000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,103846,Data,30123000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,103846,Data,30123000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,103846,Data,30123000
XMA LIMITED,MOBILE PHONE,NEIGHBOURHOODS AND ENVIRONMENT,10870,Data,30123000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,7106.4,Data,30123000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,103846,Data,30123000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,227490,Data,30123000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,8883,Data,30123000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,136495,Data,30123000
XMA LIMITED,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT,6298.84,Data,30123000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,10086,Data,30123000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,106224,Data,30123000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,8799,Data,30123000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,37144.5,Data,30123000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,37144.5,Data,30123000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,64800,Data,72000000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,23100,Data,72000000
XMA LIMITED,IT EQUIPMENT,NEIGHBOURHOODS AND ENVIRONMENT,28359,Data,30192000
XMA LIMITED,PURCHASE OF FURNITURE AND EQUIPMENT,NEIGHBOURHOODS AND ENVIRONMENT,25340,Data,30192000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,18358,Data,30192000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,18755.5,Data,30192000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,18755.5,Data,30192000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,37511,Data,30192000
XMA LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,20882.5,Data,30192000
YOTTA LIMITED,CONSULTANT FEES,PROPERTY AND HIGHWAYS,7664,Data,48900000
YOTTA LIMITED,CONSULTANT FEES,PROPERTY AND HIGHWAYS,6970.8,Data,48900000
YOTTA LIMITED,ASSET MANAGEMENT PLANS & SURVEYS,PROPERTY AND HIGHWAYS,10560,Data,48900000
YOTTA LIMITED,ASSET MANAGEMENT PLANS & SURVEYS,PROPERTY AND HIGHWAYS,10338.5,Data,48900000
YOTTA LIMITED,ASSET MANAGEMENT PLANS & SURVEYS,PROPERTY AND HIGHWAYS,5306.4,Data,48900000
YOTTA LIMITED,ASSET MANAGEMENT PLANS & SURVEYS,PROPERTY AND HIGHWAYS,8250,Data,48900000
YOTTA LIMITED,ASSET MANAGEMENT PLANS & SURVEYS,PROPERTY AND HIGHWAYS,19040,Data,48000000
YOTTA LIMITED,ASSET MANAGEMENT PLANS & SURVEYS,PROPERTY AND HIGHWAYS,24837,Data,48000000
YOTTA LIMITED,ASSET MANAGEMENT PLANS & SURVEYS,PROPERTY AND HIGHWAYS,47987,Data,48000000
YOTTA LIMITED,ASSET MANAGEMENT PLANS & SURVEYS,PROPERTY AND HIGHWAYS,24837,Data,48000000
YOTTA LIMITED,ASSET MANAGEMENT PLANS & SURVEYS,PROPERTY AND HIGHWAYS,47987,Data,48000000
YOTTA LIMITED,ASSET MANAGEMENT PLANS & SURVEYS,PROPERTY AND HIGHWAYS,15577,Data,48000000
YOTTA LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,16578.8,Data,48000000
YOTTA LIMITED,ASSET MANAGEMENT PLANS & SURVEYS,PROPERTY AND HIGHWAYS,47989,Data,48000000
YOTTA LIMITED,PURCHASE OF ICT SOFTWARE,PROPERTY AND HIGHWAYS,5000,Data,48000000
YOTTA LIMITED,SOFTWARE,PROPERTY AND HIGHWAYS,13525.6,Data,48000000
YOTTA LIMITED,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS,7500,Data,48000000
YOTTA LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,15789.4,Data,48000000
YOTTA LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,13525.6,Data,48000000
ZEN INTERNET LIMITED,COMMUNICATION AND COMPUTING - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT,10398,Data,72000000
ZEN INTERNET LIMITED,COMMUNICATION AND COMPUTING - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT,10398,Data,72000000
ZEN INTERNET LIMITED,COMMUNICATION AND COMPUTING - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT,15597,Data,72000000
ZEN INTERNET LIMITED,COMMUNICATION AND COMPUTING - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT,5199,Data,72000000
ZEN INTERNET LIMITED,COMMUNICATION AND COMPUTING - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT,20796,Data,72000000
ZEN INTERNET LIMITED,COMMUNICATION AND COMPUTING - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT,62988,Data,72000000
ZURICH INSURANCE PLC,TRANSACTIONS-EXPENDITURE,FINANCE SERVICES,11658.5,Insurance,66510000
ZURICH INSURANCE PLC,TRANSACTIONS-EXPENDITURE,FINANCE SERVICES,71589.4,Insurance,66510000
ZURICH INSURANCE PLC,TRANSACTIONS-EXPENDITURE,FINANCE SERVICES,410935,Insurance,66510000
ZURICH INSURANCE PLC,TRANSACTIONS-EXPENDITURE,FINANCE SERVICES,71800,Insurance,66510000
